,text
5705,"['feeling', 'sometimes']"
5706,"['tired', 'bad', 'dream', 'wake', 'horrible', 'mood', 'reason']"
5707,"['ok', 'sound', 'odd', 'whatever', 'goal', 'guess', 'keep', 'em', 'happy']"
5708,"['watch', 'mickey', 'mouse', 'club', 'house', 'dance']"
5709,"['new', 'favorite', 'song', 'glad', 'prove', 'everyone', 'wrong']"
5710,"['tell', 'ya', 'suck', 'make', 'sushi', 'tho']"
5711,"['think', 'gunna', 'settle', 'watch', 'hill', 'wish', 'food', 'flat', 'bad', 'time']"
5712,"['annoy', 'something', 'amazing', 'yet', 'instant', 'teleport', 'available']"
5713,"['hey', 'nice', 'meet', 'busy', 'name', 'tip', 'keep', 'come', 'twin', 'name']"
5714,"['turn', 'way', 'think', 'would', 'wont', 'stop', 'rain', 'either', 'miss', 'baby', 'lot']"
5715,"['rain', 'sooo', 'much', 'lol']"
5716,"['graduation', 'see']"
5717,"['wish', 'pit', 'right', 'parade', 'guess', 'ill', 'settle', 'taxi', 'feed']"
5718,"['want', 'dentist', 'monday']"
5719,"['mav', 'movie', 'award', 'ahah', 'excited']"
5720,['dump']
5721,"['bad', 'headache']"
5722,"['even', 'custom', 'build', 'one', 'buy', 'chair', 'already', 'italian', 'design', 'really', 'bore']"
5723,"['listen', 'real', 'radio', 'phone', 'think', 'renegade', 'catch', 'today', 'tweet', 'back', 'please']"
5724,"['terrible', 'mood', 'feel', 'friend', 'anymore', 'summer', 'suck']"
5725,"['kinda', 'jealous', 'grog', 'fieldwork', 'sux']"
5726,"['yeah', 'saw', 'cute', 'couple']"
5727,"['prob', 'step', 'later', 'tonight', 'maybe', 'catch', 'game', 'someplace', 'chill', 'right']"
5728,"['choice', 'flat', 'tire', 'flatten', 'three', 'fix', 'one', 'back', 'road', 'lifestyle']"
5729,"['child', 'thats', 'childish', 'learn', 'share', 'follower', 'toy']"
5730,"['try', 'download', 'error']"
5731,"['stay', 'home', 'deep', 'depression', 'hop', 'lift', 'tomorrow', 'monday']"
5732,"['great', 'dan', 'pretty']"
5733,"['avoid', 'delicious', 'bread', 'stick', 'new', 'lasagna', 'roll', 'chicken', 'thing', 'theyve', 'advertise']"
5734,"['oo', 'friend', 'come', 'stay', 'try', 'cheer']"
5735,"['mom', 'give', 'best', 'advice']"
5736,"['start', 'read', 'wedding', 'nicholas', 'spark']"
5737,"['hope', 'sass', 'mania', 'tomorrow']"
5738,"['5', 'know', 'awake', 'soo', 'tired', 'cant', 'sleep']"
5739,"['crazy', 'insane', 'workout', 'shoot', 'freakin', 'rag', 'river', 'beat', 'haha', 'need', 'massage', 'eh', 'eh', 'eh']"
5740,"['feel', 'well', 'wife', 'feel', 'well', 'water', 'garden', 'let', 'wife', 'sleep', 'laundry', 'anyone', 'wake']"
5741,"['back', 'dune', 'de', 'chest']"
5742,"['lol', 'guess', 'could', 'say']"
5743,"['yound', 'live', 'south', 'texas']"
5744,"['air', 'condition', 'workin', 'hot']"
5745,"['awesome', 'news']"
5746,"['baby', 'aint', '24', 'hour', 'miss', 'son', 'already']"
5747,"['early', 'awake']"
5748,"['lit', 'homework']"
5749,"['argh', 'soccer', 'hate', 'rain']"
5750,"['allergic', 'apple', 'sauce', 'come', 'wif', 'eat']"
5751,"['feeling', 'stomach', 'youwould', 'appreciate', 'would', 'fill']"
5752,"['yesterday', 'say', 'sometimes', 'hate', 'google', 'well', 'use', 'tool', 'google', 'doc', 'google']"
5753,"['actually', 'ive', 'seriously', 'think', 'maybe', 'explore', 'option', 'option', 'chat', 'soon']"
5754,"['ahah', 'haha', 'think', 'die', 'even', 'kid', 'miss', 'much']"
5755,[]
5756,"['send', 'batch', '6', 'order', 'geo', 'tomorrow', 'morning', 'still', 'wait', 'batch', '7', 'customer', 'payment', 'please', 'hurry', 'hurry']"
5757,"['huge', 'motivation', 'unknown', 'source', 'smack', 'exam', 'really', 'hop', 'well', 'hard', 'semester', 'think', 'deserve']"
5758,"['happy', 'first', 'mother']"
5759,"['om', 'far', 'night']"
5760,"['free', 'iphone', 'lol', 'need', 'one', 'mine', 'break']"
5761,"['yes', 'lovely']"
5762,"['congrats', 'look', 'red', 'carpet']"
5763,"['cool', 'luck', 'ply', 'send', 'picture', 'later', 'would', 'fun']"
5764,"['cant', 'wait', 'jeff', 'grad', 'party']"
5765,"['lot', 'new', 'picture', 'tweet', 'really', 'old', 'new', 'check', 'new', 'one', 'wish', 'tweet']"
5766,"['damn', 'oh', 'well', 'prob', 'find', 'interweb', 'somewhere']"
5767,"['say', 'bye', 'prepare', 'oh', 'hell', '311', 'ako']"
5768,"['sooo', 'hat', 'cu', 'def', 'phone', 'lol', 'trey', 'song', 'stream', 'figure', 'surprise', 'lol']"
5769,"['hehe', 'know', 'many', 'little', 'tenant', 'ho', 'hum', 'anyway', 'must', 'soon']"
5770,"['think', 'multitasking', 'yes', 'multitasking', 'night', 'pacific', 'northwest', 'sport']"
5771,"['mohawk', 'cute']"
5772,"['perfect', 'need', 'find', 'nice', 'bottle', 'champagne', 'let', 'enlighten', 'cavity']"
5773,"['camp', 'tonight', 'usually', 'id', 'brother', 'cub', 'scout', 'pack']"
5774,"['currently', 'gino', 'binge', 'kebab', 'cacophony', 'rinse']"
5775,"['alphabet', 'spaghetti', 'never', 'want', 'eat', 'carbs', 'girl', 'heart', 'ily', 'sophie']"
5776,"['make', 'hot']"
5777,['link']
5778,"['finally', 'perfect', 'smile', 'whiten', 'teeth', 'kinda', 'hurt', 'care', 'incredible']"
5779,"['know', 'would', 'horrible', 'haha', 'well', 'tomorrow', 'ugh', 'lol', 'tty']"
5780,"['listen', 'music', 'might', 'somewhere', 'mom', 'brother', 'grandmother', 'poopie']"
5781,"['morning', 'early', 'liking', 'would', '12', '67']"
5782,"['sam', 'better', 'sell']"
5783,"['ugh', 'hate', 'rollercoaster', 'unfortunately', 'son', 'young', 'alone']"
5784,"['sorry', 'assure', 'joke', 'video', 'dance', 'skill', 'chav']"
5785,"['hay', 'girl', 'hay']"
5786,"['try', 'avoid', 'theres', 'food', 'wonder', 'long', 'could', 'live', 'takeaway']"
5787,"['miss', 'baby', 'art', 'though']"
5788,"['nada', 'mock', 'bella']"
5789,"['know', 'hehe', 'ugh', 'sure', 'sad', 'tire', 'cause', 'shout', 'lucy', 'please', 'ex']"
5790,"['still', 'test', 'result', 'back', 'ugh']"
5791,"['tell', 'wheres', 'radio', 'soooo', 'curious']"
5792,"['ok', 'let', 'see', '22', 'let', 'lock', 'pal', 'diddy', 'style', 'yippie', 'soo', 'happy', 'despite', 'still', 'sick']"
5793,"['thread', 'keep', 'break', 'dunno', 'first', 'hour', 'sew']"
5794,"['glad', 'hear', 'much', 'fun']"
5795,"['johanna', 'cant', 'wait', 'hear', 'new', 'music', 'know', 'song', 'awesome', 'xoxo']"
5796,"['xbox', 'josh', 'update']"
5797,"['watch', 'paris', 'hilton', 'new', 'win', 'haha', 'job']"
5798,"['chilly', 'breezy', 'sa', 'grand', 'famous', 'chick', 'noodle', 'soup', 'relish']"
5799,"['seriously', 'long', 'oh', 'wait', 'finish', 'road', 'repair', 'lol']"
5800,"['june', '03', 'play', 'ill', 'short', 'nap']"
5801,"['okay', 'understand', 'twitter', 'thing', 'still', 'none', 'know', 'use']"
5802,"['tire', 'bed', 'time', 'think']"
5803,['jolly']
5804,"['ugh', 'happy', 'arkansas', 'beat', 'virginia']"
5805,"['installation', 'fun', 'wield', 'power', 'drill', 'spreadsheet', 'organization']"
5806,"['dishearten', 'news']"
5807,"['oh', 'welcome']"
5808,['back']
5809,"['oh', 'god', 'dad', 'come', 'home', 'air', 'france', 'last', 'week', 'thank', 'god', 'pray', 'stick', 'plane']"
5810,['guppy']
5811,"['hear', 'ear']"
5812,"['sony', 'make', 'difficult', 'choose', 'camera', 'upgrade']"
5813,"['continue', 'business', 'alignment', 'debate', 'could', 'learn', 'obama', 'copra', 'cheerleader']"
5814,"['hit', 'louis', 'gucci']"
5815,"['tonsillitis', 'wont', 'move', 'couch', 'eat', 'either']"
5816,"['come', 'back', 'england', 'stay', 'brazil', 'haha']"
5817,"['1', 'mate', 'stopped', 'every', 'make', 'pour', 'booze', 'floor', 'smile', 'sweetly', 'let', 'past']"
5818,"['great', 'family', 'dog', 'wan', 'na']"
5819,"['god', 'hurt', 'rib', 'seriously', 'cramp', 'exercise', 'style']"
5820,"['except', 'move']"
5821,"['stop', 'sounding', 'positive', 'give', 'pessimist', 'thought']"
5822,"['sure', 'hope', 'strive', 'hard', 'reach', 'level', 'perfection', 'ok', 'jealous', 'though']"
5823,"['luck', 'luv', 'guy']"
5824,"['hey', 'gig', 'still', 'wed']"
5825,"['change', 'difficult']"
5826,"['damn', 'leave', 'healthy', 'coffee', 'home', 'guess', 'ill', 'stuff', 'room']"
5827,"['another', 'storm', 'approaching', 'feel', 'head', 'oh', 'bother', 'nite', 'sweet', 'dream']"
5828,"['heart', 'boob', 'tube']"
5829,"['know', 'havent', 'near', 'comp', 'lily', 'darn', 'giant', 'wont', '4']"
5830,"['oh', 'itunes', 'tell', 'take', '59', 'hour', 'download']"
5831,"['could', 'never', 'pull', 'wish', 'cool']"
5832,"['dentist', 'eek', 'dentist']"
5833,"['know', 'pal', 'say', 'anything']"
5834,"['wish', 'house', 'tweeting', 'anything', 'else']"
5835,['cetera']
5836,"['lol', 'yup', 'catch', 'sleeplessness', 'bug', 'sleep', 'sleep', 'long', 'lol', 'wiki', 'answer']"
5837,"['think', 'tour', 'london']"
5838,"['watch', 'tree', 'must', 'study', 'school', 'damnable']"
5839,"['house', 'freak', 'big', 'time', 'light', 'turn', 'fan', 'super', 'high', 'cousin', 'scar']"
5840,['morning']
5841,"['one', 'oh', 'well', 'sure', 'anyway']"
5842,"['katy', 'perry', 'song', 'stuck', 'head', 'worst', 'pain', 'ever']"
5843,"['nice', 'fiery']"
5844,"['0', 'leave', 'aorta', 'friday', 'back', 'monday', 'night', 'wan', 'na', 'meet']"
5845,"['something', 'nothing', 'exist', 'price', 'pay', 'tweet', 'may', 'cash', 'price']"
5846,"['well', 'least', 'bottle', 'wine', 'something']"
5847,"['21', 'chelsea', 'oh', 'yeah']"
5848,"['sorry', 'hear']"
5849,"['yeah', 'weather', 'ruin', 'plan', 'gon', 'na', 'beach', 'well']"
5850,"['aware', 'doggy', 'miss', 'parent', 'wont', 'eat', 'food', 'poor', 'doggy']"
5851,"['ive', 'mother', 'skate', 'one', 'use', 'teenager', 'idea', 'fit', 'ive', 'never', 'skate']"
5852,"['call', 'princess', 'call']"
5853,"['ha', 'awesome', 'always', 'best', 'new', 'people', 'finder', 'know']"
5854,"['hi', 'ay', 'seo', 'bit', 'say', 'cut', 'thik', 'ak', 'lam', 'wen', 'nha']"
5855,"['ooo', 'mar', 'volta', 'gon', 'na', 'ventura', 'oh', 'miss', 'summer', 'ventura']"
5856,"['aww', 'happy', 'mother', 'girlie', 'kingston', 'lucky', 'great', 'mommy']"
5857,"['aww', 'please', 'explain', 'fuse']"
5858,"['hey', 'e', 'whats', 'word', 'start', 'bad', 'try', 'change', 'around', 'lookin']"
5859,"['well', 'bed', 'rest', 'cheer', 'penguin', 'tomorrow', 'prepare', 'spank', 'flyer', 'pen']"
5860,"['erin', 'hope', 'want', 'bad']"
5861,"['congrats', 'happy', 'move']"
5862,"['escalator', 'ate', 'dress', 'really', 'dress']"
5863,"['great', 'saturday', 'come']"
5864,"['look', 'forward', 'ever', 'write', '5', 'thing', 'misanthrope', 'must', 'peace', 'humanity', 'well']"
5865,[]
5866,"['guy', 'jerk', 'one', 'catch', 'find', 'check', 'result', 'well', 'stronger', 'faster']"
5867,"['johnny', 'cash', 'sing', 'hurt', 'reduce', 'sob', 'mess', 'overtime', 'hear']"
5868,"['lao', 'aww', 'thats', 'cousin', 'know', 'shes', 'hot']"
5869,"['aww', 'bet', 'mission', 'buzz']"
5870,"['uh', 'need', 'new', 'york', 'immediately', 'bubble', 'summer', 'job']"
5871,"['whoo', 'hook', 'lil', 'word', 'kind', 'give', 'finally', 'right', 'hand']"
5872,"['discover', 'something', 'arab', 'friend', 'reading']"
5873,"['boa', 'demand', 'dear', 'follower']"
5874,"['station', 'concert', 'july']"
5875,"['dinner', 'right', 'second']"
5876,[]
5877,['nice']
5878,"['laptop', 'back', 'run', 'follow', 'whats', 'happen', 'beloved', 'lol']"
5879,"['thought', 'post', 'turn', 'free', 'paper']"
5880,"['ok', 'parent', 'leave', 'ill', 'able', '5', 'min']"
5881,"['hungry', 'bring', 'something', 'eat']"
5882,"['thank', 'look', 'give', 'link', 'great', 'mind']"
5883,"['sooo', 'ready', 'movie', 'must', 'bad', 'date', 'always', 'reject']"
5884,"['ouch', 'one', 'time', 'wish', 'pet', 'insurance', 'guess', 'hope', 'cat', 'recovers', 'well']"
5885,"['doo', 'doo', 'one', 'one']"
5886,"['lewis', 'spare', 'room', 'studio', 'record', 'new', 'song', 'room', 'cool', 'load', 'picture', 'da', 'wall']"
5887,"['new', 'single', 'alright', 'ok', 'greeting', 'austria']"
5888,"['suck', 'sleep', 'feeling', 'crappy', 'wake', 'four', 'hour', 'later', 'feel', '100', 'crappier', 'fever']"
5889,"['taylor', 'later', 'without', 'shirt']"
5890,"['couldnt', 'fall', 'asleep', 'wake', 'uncontrollably', 'shake', 'find', 'another', 'thing', 'wrong']"
5891,"['oh', 'man', 'want', 'come']"
5892,"['listen', 'refuge', 'fire', 'best', 'mood', 'dude', 'rock']"
5893,"['surf', 'trip', 'cancel', 'bit', 'cold', 'sick']"
5894,"['yes', 'bum']"
5895,"['italian', 'favorite', 'alfredo']"
5896,"['youu', 'special']"
5897,"['one', 'know', 'ill', 'time', 'participate', 'certainly', 'listen', 'least']"
5898,"['thanks', 'background']"
5899,"['lao', 'jonas', 'sooo', 'funny', 'make', 'even', 'well', 'already', 'include', 'one', 'thing', 'jus', 'find']"
5900,"['marigold', 'moment']"
5901,"['whose', 'babe', 'comment']"
5902,"['discover', 'music', 'wan', 'na', 'show']"
5903,"['one', 'week', 'goodbye', 'ohio', 'excite', 'sad', 'time']"
5904,"['2', 'away', 'cant', 'ill', 'vega', 'party']"
5905,"['say', 'goodbye', 'josh', 'goodbye', 'never', 'easy', 'even', 'though', 'hell', 'back', '2', 'month', 'south', 'korea', 'far']"
5906,['deal']
5907,"['cant', 'stop', 'cry', 'cant', 'live']"
5908,"['also', 'official', 'leave', 'cali', 'spike', 'guy', 'choice', 'award', 'mav', 'movie', 'award', 'later', 'truly']"
5909,"['performance', 'comet', 'award', 'great']"
5910,"['move', 'new', 'room', 'one', 'close', 'mean', 'ill', 'gettin', 'sleep', 'next', '6']"
5911,"['invent', 'eating', 'spend']"
5912,"['thank', 'john', 'job', 'hunt']"
5913,"['oh', 'buy', 'already', 'one', 'stole', 'brother', 'lenore', 'tablet', 'pa', 'pretty', 'cool']"
5914,"['god', 'twitter']"
5915,"['aw', 'marley', 'sad', 'movie']"
5916,"['ok', 'lose', '30']"
5917,['fool']
5918,"['way', 'drop', 'damn', 'steak', 'tip']"
5919,"['ingrown', 'hair', 'hurt', 'bad']"
5920,"['turn', 'quite', 'interesting', 'pretty', 'actually']"
5921,"['watch', 'law', 'order', 'scary', 'thinking', 'case', 'rape', 'would', 'real', 'real', 'world', 'sick', 'bastard']"
5922,"['yay', 'link', 'come', 'instruction', 'self', 'explain', 'thank']"
5923,"['even', 'iphone', 'gold', 'plat', 'chassis']"
5924,['rain']
5925,"['want', 'fruit', 'smoothy', 'bore', 'want', 'cook', 'something', 'hot']"
5926,"['home', 'safe']"
5927,"['know', 'much', 'know', 'much', 'know', 'stuff', 'mess', 'play', 'need', 'censor', 'facebook']"
5928,"['sad', 'old', 'almost', 'remember', 'johnny', 'carson', 'host', 'tonight', 'show']"
5929,"['sorry', 'guy', 'tweet', 'much', 'david', 'archie', 'reply']"
5930,"['sound', 'fun', 'alright', 'graduation', 'tomorrow', 'haha', 'sister', 'graduate', '3', 'week']"
5931,"['wonder', 'newly', 'qualify', 'journos', 'say', 'thing', 'advertise']"
5932,"['mind', 'ive', 'week']"
5933,"['chris', 'dislike', 'vodka', 'cranberry']"
5934,"['wrong', 'pressed']"
5935,"['frozen', 'banana', 'margarita', 'make', 'feel']"
5936,"['aww', '2', 'miley']"
5937,['home']
5938,"['party', 'tuesday', 'noon', 'knock', 'outta', 'let', 'know', 'want', 'come', 'extra', 'pass']"
5939,"['perfect', 'example', 'studio', 'system', 'gear', 'film', 'towards', 'teenage', 'standard', 'easily', 'satiate']"
5940,"['feel', 'better', 'hon']"
5941,"['1', '2', 'pic']"
5942,"['manuscript', 'want', 'ground', 'ive', 'rework', 'method', 'section']"
5943,[]
5944,"['cold', 'oz', 'quit', 'gym', 'yesterday']"
5945,['realize']
5946,"['send', 'link']"
5947,"['teardrop', 'guitar', 'radio', 'disney']"
5948,"['best', 'lunch', 'big', 'si', 'stuck']"
5949,"['think', 'saw', 'table', 'behind', 'last', 'one', 'dancing', 'begin', 'leave', 'party']"
5950,"['back', 'come', 'check', 'pic']"
5951,"['one', 'door', 'wood', 'another', 'may', 'take', 'little', 'energy', 'leave', 'arm']"
5952,"['last', 'time', '2', 'movie', 'honey', 'saw', 'man', 'burbank', 'feed', 'nachos', 'downtown', 'wink', 'bad']"
5953,"['find', 'right', 'long', 'sleeve', 'shirt', 'fit', 'well', 'without', 'look', 'human', 'hanger', 'difficult', 'quest']"
5954,"['eager', 'new', 'beginning']"
5955,"['planet', 'smoothie', 'home', 'planting', 'flower']"
5956,"['oh', 'lose', 'sorry', 'bout', 'hun']"
5957,"['hell', 'yah', 'plan', 'would', 'awesome']"
5958,"['sorry', 'hear', 'hope', 'feel', 'well', 'soon']"
5959,"['check', '312', 'force', 'check', 'cent', 'thats', 'friday']"
5960,"['lol', 'thats', 'jacked', 'name', 'make', '0', 'zero', 'instead', 'know', 'real', 'one']"
5961,"['watch', 'terminator', 'tomorow']"
5962,"['id', 'say', 'thank', 'card', 'way', 'nicer', 'hallmark']"
5963,"['people', 'already', 'max', 'rule']"
5964,"['wan', 'na', 'wan', 'na', 'come', 'cant', 'miss', 'sooo']"
5965,"['haha', 'funny', 'lol', 'rockin', 'new', 'pic', 'chicka']"
5966,['thanks']
5967,"['well', 'lol', '3', 'hour', 'sleep', 'lol', 'asleep', 'awake']"
5968,"['even', 'peter', 'know']"
5969,"['lose', 'favorite', 'pen', 'god']"
5970,"['sunday', 'morning', 'always', 'mean', 'vanilla', 'chai', 'dunk', 'donut', 'see', 'grandpa', 'always']"
5971,"['phew', 'one', 'minute', 'dish', 'sorry', 'night', 'see', 'ya', 'soon', 'xo']"
5972,"['mighty', 'duck', 'marathon', 'teepee', 'throwback']"
5973,"['find', 'time', 'read']"
5974,"['way', 'ahah', 'thats', 'god', 'poor', 'baby']"
5975,"['betsy', 'fisher', 'locate', 'dupont', 'circle', '1224', 'connecticut', 'ave', 'donation', 'drive', 'happen', 'month']"
5976,"['oh', 'break', 'chair', 'guess', 'confirm', 'heavy']"
5977,"['chair', 'theme', 'stump', 'need', 'think', 'new', 'way', 'photograph', 'chair']"
5978,[]
5979,"['om', 'jake', 'heart', 'burn', 'jakes', 'pain', 'set', 'little', 'stab']"
5980,"['wish', 'hadnt', 'eaten', 'free', 'pasture', 'speak', 'pita', 'bread', 'lunch', 'carb', 'overload']"
5981,"['look', 'sheryl', 'crow', 'album', 'cover']"
5982,"['sure', 'thing']"
5983,"['thanks', 'though']"
5984,"['someone', 'fell', 'asleep', 'error']"
5985,"['confuse', 'twitter', 'stuff']"
5986,"['long', 'ill', 'long']"
5987,"['ooh', 'pretty', 'much', 'rather', 'look', 'flower', 'uni']"
5988,"['begin', 'fully', 'function', 'want', 'dairy', 'queen']"
5989,"['think', 'stop', 'see', 'katy', 'perry']"
5990,"['jolie', 'reformation']"
5991,"['baby', 'see', 'family', 'miss', 'adorable', 'voice']"
5992,"['head', 'beach', 'sunday', 'monday', 'heck']"
5993,"['husband', 'pregnant', 'set', 'mom', 'could', 'really', 'use', 'clear', 'update']"
5994,"['back', 'home', 'miss', 'really', 'one', 'great', 'time', 'yall', 'girl', 'truly', 'ya']"
5995,"['rain', 'super', 'hard', 'outside', 'kinda', 'thirsty', 'ella']"
5996,"['tired', 'ugh', 'tired', 'sleep']"
5997,"['watch', 'bridge']"
5998,"['exam', 'approach', 'rapidly', 'twitter', 'end']"
5999,"['ah', 'see', 'sorry', 'hear', 'deal', 'sort', 'though', 'blood', 'pumping']"
6000,"['new', 'one']"
6001,"['stupid', 'profile', 'photo', 'still', 'properly', 'idea', 'maybe', 'tweet', 'deficient']"
6002,"['bear', 'feel', '2', 'morrow', 'sol', 'feel', 'start', 'summer', 'holiday', 'weird', 'first', 'time', 'feel', 'dat', 'miss', 'sol', 'already']"
6003,"['one', 'ever', 'follow']"
6004,"['ignore', 'last', 'post', 'damn', 'hack', 'website']"
6005,"['idea', 'need', 'turn', 'electric', 'bill', 'gon', 'na']"
6006,"['guess', 'facebook']"
6007,"['flame', 'thrower', 'every', 'wednesday', 'thursday', 'sunday', 'iphone']"
6008,"['happy', 'birthday', 'lil', 'sit']"
6009,"['ugh', 'need', 'buy', 'bag', 'much', 'stuff', 'carry', 'hate', 'freedom']"
6010,"['forget', 'boring', 'babysitting', 'little', 'one', 'sleep']"
6011,"['hop', 'weekend', 'would', 'well', 'depend', 'twitter', 'keep', 'occupied']"
6012,"['huge', 'moth', 'apt', 'id', 'catch', 'put', 'outside', 'keep', 'cat', 'amuse', 'know', 'giant', 'spider', 'eat']"
6013,"['people', 'sick', 'ugh', 'know', 'world', 'suck', 'people', 'kill']"
6014,"['speaking', 'boston', 'tire']"
6015,"['nooo', 'time', 'saw', 'min', 'ep', 'wan', 'na', 'wait', 'min', 'run', 'flail']"
6016,"['ear', 'hurt', 'think', 'something', 'happen', 'plug', 'ink', 'old', 'possibly']"
6017,"['usual', 'internet', 'stuff']"
6018,"['use', 'exactly', 'couple', 'time', 'month', 'till', 'fork', 'fork', 'confiscate', 'airport']"
6019,"['wish', 'werent', 'allergic']"
6020,"['lao', 'except', 'one', 'part', 'spoiled', 'cuban', 'thats', 'cousin', 'life']"
6021,"['hey', 'ur', 'welcome', 'thank', 'name', 'lea', 'whats', 'name']"
6022,"['nope', 'real', 'squirrel']"
6023,"['phil', 'know', 'sing', 'inning', 'today', 'ask', 'send', 'debbie', 'song', 'cant', 'find', 'anywhere']"
6024,"['poor', 'doggy', 'sick', 'today']"
6025,"['leave', 'chocolate', 'egg', 'sit', 'office', 'call', 'name']"
6026,"['cant', 'let', 'know', 'happen', 'tomorrow']"
6027,"['keep', 'real', 'wi', 'sunny', 'today', '12', 'hour', 'shift', 'room', 'imbedded', 'deep', 'hospital']"
